Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Male,69,13,High,No,7,73,2,No,62,1,Low,Low
Male,68,34,Medium,No,7,67,2,No,67,0,High,Medium
Female,77,29,Low,Yes,10,91,4,No,70,2,High,Medium
Female,90,24,High,No,8,99,3,No,72,0,High,Medium
Male,84,20,High,No,6,61,2,No,69,3,Medium,Medium
Male,88,19,High,No,8,94,3,No,70,1,High,Medium
Female,71,14,High,No,4,77,3,No,64,0,Medium,Medium
Male,79,20,Medium,Yes,7,72,3,No,65,1,Low,Medium
Male,62,22,High,Yes,7,95,2,No,66,2,Medium,Medium
Female,93,13,Medium,No,6,96,3,No,68,2,High,Medium
Female,100,22,Medium,Yes,7,64,3,No,72,2,Medium,Medium
Female,76,19,Low,Yes,6,68,3,No,65,2,Medium,Medium
Female,60,9,Low,Yes,6,93,2,No,60,3,Medium,High
Female,67,15,Medium,No,8,75,4,No,63,0,Medium,High
Female,86,18,Low,Yes,9,64,3,No,66,3,Low,High
Female,84,31,Medium,Yes,8,98,4,No,73,1,Low,Medium
Male,92,23,Medium,Yes,6,61,4,No,71,4,Low,Medium
Male,70,12,Medium,Yes,6,81,2,Yes,59,1,Low,Medium
Female,91,23,Low,Yes,6,71,3,No,70,5,Medium,High
Female,88,11,Low,Yes,7,73,3,Yes,63,1,Low,Low
Male,73,26,Medium,No,6,55,4,No,67,1,Medium,Low
Male,82,17,Medium,Yes,9,63,2,No,65,2,Medium,Medium
Female,66,19,Low,No,7,58,4,No,64,5,Medium,Low
Male,78,28,Medium,No,8,87,2,No,71,2,Low,Medium
Male,95,12,High,Yes,5,85,2,No,70,2,Medium,Medium
Female,77,12,Low,Yes,6,90,2,No,63,2,Medium,Low
Female,94,16,Medium,No,8,85,2,No,68,3,Medium,High
Female,84,26,Medium,Yes,8,56,2,No,67,1,Medium,Medium
Female,68,11,High,Yes,5,99,4,No,66,1,Medium,Medium
Male,83,3,Low,Yes,7,59,5,No,63,2,Low,High
Female,80,17,Medium,Yes,7,68,5,Yes,65,0,Medium,Medium
Male,76,23,High,Yes,6,85,3,Yes,66,2,Low,Medium
Female,65,27,Medium,Yes,8,57,4,No,65,2,Medium,Low
Male,77,17,Medium,Yes,5,59,4,No,65,2,Medium,High
Male,63,18,Low,No,6,94,2,Yes,63,2,Medium,High
Male,64,27,High,No,8,67,3,No,65,0,Medium,Medium
Male,77,9,High,Yes,7,83,4,Yes,62,1,Medium,High
Female,72,18,Medium,Yes,7,93,3,No,66,1,Medium,Medium
Female,97,21,Low,No,7,99,3,No,71,1,Medium,Medium
Female,75,23,Low,Yes,8,61,2,No,64,2,High,Medium
Female,90,17,Medium,Yes,8,56,4,No,67,0,Low,Medium
Male,81,20,Medium,No,8,87,3,No,68,1,Medium,Medium
Female,88,5,Medium,No,7,59,3,No,63,3,Medium,Medium
Female,70,16,Medium,Yes,6,79,3,No,64,0,High,High
Female,98,23,High,Yes,6,77,1,No,74,1,Medium,High
Male,81,14,Medium,Yes,5,78,4,No,68,2,Medium,High
Female,93,20,Medium,Yes,6,82,3,Yes,68,1,Low,High
Female,75,23,High,Yes,6,93,3,No,69,2,Medium,Low
Male,64,18,Medium,Yes,9,64,4,Yes,61,4,Medium,Medium
Female,87,21,High,Yes,5,78,2,No,69,1,High,Medium
Female,60,14,Low,Yes,9,67,3,No,61,3,Low,High
Male,79,19,High,Yes,7,66,3,Yes,67,3,Low,Medium
Female,68,24,High,No,7,51,4,No,63,0,Medium,Low
Female,85,21,Medium,No,8,80,3,Yes,68,3,Medium,High
Female,99,16,Medium,No,5,99,5,No,68,0,Low,Medium
Male,79,21,Low,Yes,6,88,1,No,67,2,Low,Medium
Female,93,24,Medium,Yes,5,62,3,No,69,1,High,Medium
Male,80,8,Medium,No,6,86,3,No,64,2,Medium,Medium
Male,80,27,Low,No,6,65,4,No,67,1,Low,Medium
Female,97,18,High,No,9,88,3,Yes,70,1,Low,Medium
Female,96,23,High,Yes,6,93,4,No,72,5,Low,Medium
Female,91,27,High,No,4,67,2,No,71,1,Medium,High
Male,72,12,Medium,No,6,50,3,No,62,1,High,Medium
Male,82,16,Medium,Yes,8,65,5,Yes,67,2,High,Medium
Female,69,18,High,Yes,9,60,2,No,64,3,Medium,Medium
Male,78,15,Medium,Yes,7,81,2,No,64,0,Medium,Low
Female,79,30,Medium,No,6,65,4,No,70,1,Medium,Medium
Female,93,15,Medium,Yes,7,52,5,No,68,3,Medium,Medium
Female,96,17,Medium,No,8,77,3,No,70,1,Medium,Medium
Male,77,21,Low,Yes,5,94,3,No,65,1,Low,High
Female,61,13,Low,No,7,73,2,No,59,2,Low,Medium
Female,94,18,Medium,Yes,7,69,2,No,69,1,Medium,High
Male,67,22,Medium,Yes,7,59,3,No,67,2,High,High
Male,85,18,High,No,7,69,4,No,68,2,Medium,Medium
Male,61,19,Medium,No,6,67,1,No,62,1,Low,Medium
Male,76,17,Medium,No,8,100,4,No,65,0,Low,Medium
Female,99,11,Medium,Yes,7,52,5,No,69,0,Medium,High
Female,64,22,Medium,Yes,7,62,4,No,65,3,Medium,Medium
Female,77,31,Low,Yes,5,53,2,No,68,1,High,Medium
Male,72,20,Low,Yes,8,93,2,No,68,4,Medium,High
Female,96,21,Medium,Yes,6,71,3,No,71,3,High,Medium
Male,95,24,Low,Yes,9,90,4,No,71,3,Medium,Low
Female,70,12,Medium,No,5,85,3,No,66,1,High,Medium
Female,63,30,High,Yes,8,96,3,No,71,4,Medium,Medium
Female,85,21,Medium,No,4,51,3,No,66,2,Low,Medium
Female,73,30,Low,No,4,60,4,No,66,0,Medium,Low
Female,87,16,High,Yes,6,85,1,No,69,2,Medium,High
Female,61,31,Medium,No,4,79,3,No,65,0,Medium,Low
Female,65,25,Low,Yes,8,85,3,No,66,2,Medium,Medium
Male,87,23,Low,No,7,79,2,No,67,2,Medium,Medium
Female,68,21,Medium,No,9,79,4,No,66,1,Low,High
Female,94,19,Medium,No,7,97,3,No,69,0,Medium,Medium
Male,62,27,Low,No,7,96,4,No,66,2,Medium,Medium
Male,69,21,Medium,Yes,7,52,3,No,64,0,Low,Medium
Female,100,8,High,Yes,6,71,2,No,70,0,Medium,High
Male,77,13,Medium,Yes,6,76,4,No,62,1,Low,Low
Male,88,19,Medium,Yes,5,68,5,No,67,1,High,Low
Female,67,22,Medium,No,8,52,2,Yes,60,1,Medium,Low
Female,84,20,Low,No,7,74,3,No,66,1,Low,Medium
Female,89,27,Medium,Yes,7,99,2,No,72,0,Medium,High
Male,73,8,High,Yes,10,54,3,No,63,2,Medium,Medium
Male,93,21,Low,Yes,6,91,3,No,69,1,Low,Medium
Male,84,9,High,Yes,7,60,3,No,66,1,High,Medium
Male,76,25,Medium,Yes,7,79,2,No,69,2,Medium,Medium
Male,82,19,Medium,No,9,69,3,No,68,2,Low,Medium
Female,83,23,Low,No,7,67,4,No,66,3,Medium,Low
Male,67,15,Medium,Yes,7,94,2,No,63,0,Low,Low
Male,76,28,Medium,Yes,10,99,3,No,70,1,High,Medium
Male,74,26,Medium,No,6,69,4,No,68,2,Medium,High
Male,76,24,Medium,Yes,7,82,4,No,68,2,Medium,Medium
Male,90,19,Medium,No,8,78,3,No,67,1,Medium,Medium
Male,79,23,High,Yes,6,54,1,No,67,1,Low,Medium
Female,98,16,Low,Yes,8,52,3,No,69,3,Medium,High
Male,72,25,Medium,No,6,89,5,No,68,3,Low,High
Male,77,30,Low,Yes,9,70,1,No,67,0,Medium,High
Male,91,26,Medium,Yes,8,65,2,No,70,0,Low,High
Male,82,16,High,No,7,99,3,No,70,3,Low,Medium
Male,82,22,Low,No,5,54,2,No,66,2,Medium,Medium
Male,62,12,High,Yes,6,63,2,No,61,0,High,Medium
Male,76,23,High,Yes,7,93,2,No,68,2,Medium,Medium
Female,71,23,Medium,Yes,8,71,2,No,64,1,Low,Low
Male,100,9,Low,No,7,79,2,No,66,1,Medium,Medium
Male,72,13,High,Yes,8,52,4,No,65,3,Medium,High
Male,95,18,High,No,8,96,6,No,73,3,Medium,Low
Male,87,18,Low,No,8,57,4,No,66,3,Medium,High
Male,74,13,High,Yes,7,61,3,No,65,2,Medium,Medium
Male,82,22,High,Yes,7,58,4,No,68,0,Medium,Medium
Male,94,22,Medium,Yes,7,75,3,No,69,0,Low,High
Male,95,19,High,Yes,6,91,4,No,72,1,High,High
Male,66,15,Medium,No,9,63,3,No,63,3,Medium,Medium
Male,74,26,Medium,No,8,57,1,No,65,0,Medium,Medium
Male,73,30,Medium,Yes,9,70,4,No,69,0,Low,Medium
Female,62,17,Low,No,6,99,3,No,62,2,Medium,Medium
Female,84,16,High,Yes,8,51,3,No,66,0,Low,Medium
Female,94,23,Low,Yes,9,75,2,No,69,3,Medium,Medium
Female,75,18,Medium,Yes,9,83,4,Yes,67,2,Medium,Medium
Female,90,19,High,Yes,5,90,2,No,94,0,Low,Medium
Female,85,24,Medium,Yes,7,87,2,No,71,2,High,Medium
Female,75,9,Medium,No,7,54,4,No,61,2,Low,Medium
Male,66,28,Medium,Yes,9,73,2,No,68,2,Medium,Medium
Male,88,20,Medium,No,4,54,4,No,66,0,Low,Low
Female,94,18,High,Yes,5,81,5,No,71,0,Medium,Low
Female,87,19,Medium,No,9,54,4,No,66,3,Low,High
Male,61,20,Medium,No,6,52,2,No,60,2,Medium,Low
Female,69,10,Medium,Yes,5,65,3,No,60,0,Low,Medium
Male,63,29,Low,Yes,9,97,3,No,66,3,High,High
Male,83,20,Low,Yes,5,85,2,No,67,1,Medium,High
Male,90,23,Low,No,9,50,3,No,67,4,Low,Medium
Male,64,26,Medium,No,5,64,1,No,64,2,Medium,Medium
Male,94,14,Medium,No,5,51,3,No,66,0,Medium,High
Female,82,23,Low,No,7,65,3,No,68,1,High,High
Female,88,18,Low,Yes,6,84,3,No,70,1,Medium,High
Female,99,25,Medium,Yes,7,88,4,No,75,3,Medium,Medium
Male,63,7,High,Yes,10,90,2,Yes,86,0,Medium,Medium
Female,96,19,Medium,Yes,7,95,3,No,73,3,High,High
Male,65,16,Low,No,9,68,3,No,61,1,Medium,Medium
Male,76,23,High,No,7,93,6,No,68,0,Medium,Medium
Female,94,23,High,No,8,86,0,No,70,1,Medium,High
Male,96,16,Medium,Yes,4,77,2,No,71,1,High,High
Male,80,16,Medium,Yes,8,98,4,No,71,2,High,High
Male,84,19,Medium,No,8,97,1,Yes,68,2,High,Medium
Female,88,15,High,Yes,6,95,4,No,70,2,Medium,Medium
Male,93,25,Medium,Yes,10,60,3,No,70,1,Low,Medium
Female,65,18,High,Yes,6,60,3,No,62,0,Low,High
Female,92,3,Low,Yes,5,95,1,No,67,3,High,Medium
Female,79,18,Medium,No,8,70,3,No,68,3,High,Medium
Female,78,14,High,Yes,5,90,3,No,68,1,Medium,Medium
Male,77,10,High,No,7,84,1,No,64,2,Low,High
Male,80,13,High,No,9,88,3,No,68,1,Medium,High
Male,98,21,High,Yes,8,51,3,No,69,0,Medium,Medium
Male,82,28,High,No,7,71,3,No,70,1,Low,High
Female,98,22,Medium,Yes,6,93,4,No,73,4,Medium,Medium
Male,67,16,Medium,Yes,9,74,3,No,66,1,Medium,High
Male,89,23,Medium,No,5,85,3,No,68,0,Low,Medium
Female,92,17,Medium,Yes,8,88,3,No,68,1,High,Medium
Female,87,16,Medium,Yes,10,56,0,No,65,2,Low,High
Female,84,13,Medium,Yes,8,58,3,No,66,2,High,Low
Female,83,9,Low,Yes,7,86,1,No,62,0,Medium,Medium
Female,94,18,Low,Yes,7,53,2,No,67,3,Low,High
Female,93,21,High,Yes,6,67,3,No,73,1,High,High
Male,65,19,Low,Yes,6,96,2,No,65,2,Medium,High
Female,94,18,Low,No,7,79,4,No,70,2,High,Medium
Male,77,14,Medium,Yes,8,96,2,No,68,3,Medium,Medium
Male,70,24,Medium,Yes,9,65,3,No,67,3,Medium,Low
Male,95,12,Medium,Yes,4,82,3,No,66,2,High,Medium
Female,77,25,Low,No,4,64,4,Yes,65,3,Low,Medium
Female,92,14,Low,Yes,9,56,4,No,66,1,Low,Medium
Male,71,15,High,No,7,100,4,No,66,2,Low,Low
Male,60,11,High,No,7,59,1,No,60,2,High,Medium
Female,80,17,Low,Yes,8,59,4,No,66,0,Medium,High
Female,64,26,Medium,Yes,7,92,4,No,68,2,Low,High
Male,90,23,Medium,Yes,10,90,5,No,72,3,Low,Medium
Male,71,26,High,No,8,99,3,No,68,1,Medium,Medium
Female,78,23,Medium,Yes,6,54,3,No,67,0,High,Medium
Male,63,13,Medium,No,6,55,4,No,62,0,High,Low
Female,71,18,Medium,No,7,72,5,No,66,0,High,High
Male,91,15,Medium,No,6,80,3,No,69,0,Medium,Medium
Male,66,28,Medium,No,10,52,3,No,64,0,Low,High
Male,86,13,Medium,No,7,58,3,No,63,0,Medium,Medium
Male,97,25,High,Yes,5,85,2,No,74,2,Medium,Medium
Male,87,25,Medium,Yes,8,83,4,No,72,0,Medium,High
Male,92,31,Medium,Yes,9,54,3,No,71,1,Medium,Medium
Female,64,18,High,Yes,9,97,3,No,64,2,Medium,Medium
Male,70,24,High,No,6,63,3,No,65,0,Low,Medium
Female,96,34,Medium,Yes,5,94,5,Yes,75,1,High,High
Male,89,16,Medium,No,9,96,3,No,69,2,Medium,Low
Female,86,11,Medium,No,5,75,4,No,65,1,Medium,Low
Male,87,9,Low,No,8,71,1,No,60,0,Low,High
Male,77,24,Medium,Yes,6,64,4,No,69,2,Medium,Medium
Male,62,9,High,Yes,9,90,4,No,65,4,High,Medium
Male,91,18,Medium,Yes,5,60,4,No,67,0,Low,High
Female,87,23,Low,No,6,81,2,No,70,5,Low,High
Female,79,21,Low,Yes,8,78,4,No,66,1,Low,High
Female,96,23,Medium,Yes,8,62,4,No,69,0,Medium,High
Male,73,21,Medium,Yes,9,99,3,No,69,2,Medium,High
Female,72,28,Medium,Yes,8,92,2,No,68,1,Low,Medium
Female,95,14,Medium,Yes,8,51,4,No,70,5,Medium,Medium
Female,92,16,Low,No,9,71,2,No,66,2,High,Medium
Female,81,15,Medium,No,5,68,3,No,65,0,Low,High
Male,65,25,Medium,No,6,94,4,No,65,1,Medium,High
Male,69,25,Medium,Yes,5,63,2,No,65,1,Medium,Medium
Male,86,23,Medium,Yes,4,100,3,No,69,0,Medium,High
Female,75,27,Medium,No,8,60,2,No,69,4,Medium,Medium
Male,93,13,High,No,9,62,3,No,65,0,Low,Medium
Female,98,30,High,Yes,8,83,3,No,76,1,High,High
Male,92,29,High,No,8,58,3,No,72,2,Low,Low
Male,75,24,Low,No,7,94,4,No,67,2,Medium,High
Male,92,31,Medium,Yes,7,55,3,No,74,3,Medium,High
Male,74,10,Medium,Yes,10,99,3,No,66,2,High,High
Female,67,17,High,Yes,9,94,3,No,66,2,Medium,Low
Male,61,16,High,No,6,92,3,No,66,4,High,High
Female,75,24,High,Yes,9,70,5,No,71,5,High,High
Male,96,14,Low,No,9,76,3,No,66,0,Medium,High
Male,70,25,High,No,8,73,2,No,65,1,High,Low
Female,68,28,High,Yes,8,99,3,No,69,1,Medium,Medium
Male,99,24,Low,Yes,8,52,2,No,69,1,Low,High
Female,61,22,Medium,Yes,5,69,2,No,63,2,Low,High
Female,91,14,Medium,No,5,98,3,No,68,0,High,High
Female,73,15,Medium,No,8,68,3,No,64,1,Medium,Medium
Male,61,27,Medium,No,5,70,2,No,64,2,Medium,Low
Male,97,25,High,Yes,5,82,5,No,73,1,High,High
Female,66,20,High,Yes,4,95,2,No,66,2,High,Medium
Female,82,17,High,No,6,65,3,No,67,4,Low,Medium
Female,71,8,Medium,Yes,8,97,1,Yes,63,3,Medium,Medium
Male,63,14,Medium,Yes,8,64,3,No,61,1,High,Medium
Male,62,31,Medium,Yes,8,91,4,No,71,4,High,High
Female,65,12,Medium,Yes,6,64,3,No,61,1,Medium,Medium
Female,63,21,Low,Yes,7,54,3,No,62,1,Low,Medium
Male,90,26,High,Yes,8,91,4,Yes,74,1,Medium,High
Male,79,12,Medium,No,8,73,4,No,65,2,Medium,Medium
Female,74,21,Low,Yes,6,70,3,No,64,2,Low,High
Male,77,26,Low,No,7,71,4,No,66,1,Medium,High
Male,97,20,High,Yes,4,81,2,Yes,72,1,Medium,Medium
Male,96,37,Medium,Yes,7,63,4,No,76,0,Medium,High
Male,89,10,Medium,Yes,6,62,3,No,67,4,Medium,Medium
Female,95,26,High,No,9,74,3,Yes,71,3,Low,Medium
Male,73,19,Medium,No,6,52,3,No,65,1,Medium,Medium
Male,75,25,Low,Yes,7,82,4,No,68,3,Medium,High
Male,85,23,Medium,Yes,6,91,3,No,68,1,Low,High
Male,85,16,Low,Yes,6,86,2,No,67,3,Low,High
Female,79,21,Low,No,8,73,2,No,64,1,Medium,Low
Male,76,9,High,No,6,78,4,Yes,60,0,Low,Medium
Male,99,24,Medium,No,10,51,3,No,70,1,Low,Medium
Male,93,22,Medium,Yes,4,96,2,No,73,1,High,Low
Male,77,24,Medium,Yes,8,78,3,No,69,2,Low,High
Male,89,26,Medium,No,7,66,5,Yes,70,0,Medium,Medium
Male,71,22,Medium,No,7,65,3,No,64,1,Low,Medium
Female,64,21,Low,Yes,7,83,3,No,64,2,High,Low
Male,74,15,Medium,Yes,8,79,3,No,65,0,Medium,Medium
Female,76,16,Medium,No,7,59,2,No,62,0,Low,Medium
Male,61,27,Medium,Yes,9,70,2,No,64,0,Medium,Medium
Male,93,29,Medium,Yes,7,84,3,No,72,0,Medium,Medium
Male,74,19,Low,Yes,5,65,3,No,64,1,High,High
Female,83,20,Medium,Yes,7,75,4,No,67,0,Medium,Medium
Male,63,15,High,Yes,9,63,3,No,64,4,Low,High
Male,67,27,Medium,No,6,54,2,No,61,0,Medium,Low
Male,96,24,High,Yes,5,69,4,No,72,1,Medium,Medium
Male,84,32,Medium,Yes,8,87,1,No,70,2,Medium,Medium
Female,98,15,High,No,8,61,2,No,70,4,Medium,Medium
Male,100,18,Medium,No,6,88,2,No,71,2,Medium,Medium
Female,75,21,High,No,7,83,2,No,68,1,Low,Medium
Female,72,24,Medium,No,7,75,2,No,68,3,Medium,Medium
Male,94,19,High,No,7,99,1,Yes,70,0,Medium,Medium
Male,100,15,High,No,8,94,3,No,73,2,High,High
Female,85,25,Medium,No,6,78,1,No,69,2,Low,High
Male,92,24,High,No,8,78,3,No,71,0,High,Medium
Male,91,15,Medium,No,6,64,3,Yes,64,1,Low,High
Female,74,28,Medium,No,9,96,3,No,68,0,Low,Medium
Female,83,27,Medium,No,10,95,4,No,69,0,Medium,Low
Female,93,21,Low,No,6,87,2,No,70,1,Medium,High
Female,88,20,Medium,No,5,56,4,No,67,1,Medium,Medium
Male,61,23,High,Yes,8,85,0,No,66,1,Medium,High
Male,73,15,High,No,7,63,5,No,65,2,Medium,Medium
Male,66,20,High,Yes,8,59,3,No,66,4,Low,Medium
Female,69,7,Medium,Yes,6,88,4,No,61,0,Medium,High
Female,96,25,Medium,No,7,98,2,No,71,0,Medium,Medium
Male,61,11,Low,Yes,6,55,3,No,60,5,Medium,Low
Male,69,29,Medium,Yes,7,58,2,No,66,1,Medium,Low
Male,72,18,Low,Yes,5,61,4,No,61,1,Low,Medium
Female,85,19,Medium,Yes,7,98,3,Yes,68,2,High,Medium
Male,81,16,High,Yes,5,85,3,No,68,2,High,Medium
Male,69,18,Medium,Yes,6,84,4,No,65,2,Medium,Medium
Female,67,29,Low,No,7,75,1,No,65,3,Medium,Medium
Female,69,5,Medium,Yes,8,77,2,No,60,2,Medium,High
Male,80,28,Medium,No,8,65,2,No,67,2,Low,Medium
Female,71,22,Medium,No,8,58,4,No,65,2,Medium,Medium
Male,98,13,Medium,Yes,5,89,3,No,70,1,High,Medium
Male,79,14,Medium,No,9,74,4,No,64,1,Medium,Medium
Male,62,30,High,Yes,6,63,4,No,68,2,Medium,High
Female,89,14,Medium,No,6,82,4,No,69,2,High,Medium
Female,73,13,High,Yes,7,60,3,No,65,0,High,High
Male,86,27,Medium,No,6,74,3,No,71,2,Medium,High
Female,71,22,Medium,Yes,8,60,4,No,65,1,Low,High
Male,83,14,High,Yes,8,88,2,Yes,65,0,Low,Medium
Female,91,21,Medium,Yes,6,66,2,Yes,68,0,High,Medium
Female,97,14,Low,No,7,72,3,No,66,1,High,Low
Male,70,27,Low,Yes,7,88,3,No,65,1,Medium,Medium
Male,73,26,High,Yes,8,83,4,No,71,2,Low,Medium
Female,79,23,Medium,Yes,6,70,4,No,68,3,Medium,High
Male,97,22,Medium,Yes,6,54,2,No,70,2,Medium,Medium
Female,96,31,Low,No,5,96,2,No,74,3,Low,High
Male,64,20,Low,Yes,6,50,2,No,62,0,High,Medium
Female,65,13,High,No,5,87,2,Yes,61,1,Low,Medium
Male,80,23,High,Yes,6,97,3,No,70,0,Medium,Medium
Male,64,33,Medium,Yes,9,65,2,No,65,0,Medium,Medium
Male,74,14,Medium,Yes,8,54,2,No,62,2,High,Low
Female,66,18,High,No,9,62,4,No,65,2,Medium,Medium
Male,85,22,Medium,No,6,66,4,No,68,0,Low,Medium
Male,98,20,High,Yes,4,73,1,No,70,2,Medium,Low
Female,100,14,Low,No,7,76,3,No,68,1,Low,Medium
Female,75,27,Medium,No,10,86,6,No,69,3,Medium,Medium
Male,84,34,High,Yes,6,95,3,No,73,1,Medium,Medium
Female,94,21,Medium,Yes,7,73,5,No,71,1,Medium,Medium
Female,65,15,High,Yes,5,87,4,No,63,0,Medium,High
Male,88,11,Medium,Yes,7,56,2,No,66,2,Low,Medium
Male,76,22,Low,Yes,7,66,4,No,67,1,Low,High
Female,68,27,High,No,4,56,1,No,64,0,Medium,High
Female,76,23,Low,Yes,5,85,3,No,66,1,Medium,Low
Male,63,20,High,Yes,5,95,3,No,69,2,Medium,High
Male,88,16,High,Yes,5,94,6,No,72,4,High,Medium
Male,70,13,High,Yes,6,66,4,No,63,1,Medium,Medium
Female,72,25,High,Yes,8,62,2,No,67,2,Medium,Medium
Male,65,25,Medium,No,6,64,4,No,64,1,Medium,Medium
Male,95,11,Medium,Yes,9,64,4,No,68,4,High,Medium
Female,80,30,High,No,6,54,3,No,71,1,High,Medium
Female,83,23,Low,Yes,7,57,4,No,67,2,Medium,High
Male,83,28,Low,No,8,61,5,Yes,67,1,Medium,Medium
Male,76,12,Medium,Yes,9,50,3,No,64,2,Medium,High
Male,68,12,Low,No,6,52,3,No,63,5,Low,High
Male,90,19,High,No,8,85,4,No,72,2,Medium,Medium
Female,65,23,Medium,Yes,6,81,2,No,63,2,Low,Medium
Female,64,31,Medium,No,10,97,4,No,67,2,Low,Medium
Male,88,24,Medium,Yes,5,70,2,No,68,1,Medium,Medium
Male,68,19,High,Yes,8,72,3,No,64,2,High,High
Male,72,14,High,No,9,53,3,No,65,4,Medium,Medium
Female,79,27,Low,Yes,5,58,1,No,68,2,High,Medium
Male,78,14,High,Yes,8,85,4,No,66,2,Medium,Medium
Female,88,30,Medium,Yes,6,62,5,No,73,4,High,Medium
Female,85,18,Medium,Yes,10,89,3,No,68,1,Medium,Medium
Male,86,30,High,No,4,85,5,Yes,72,2,High,Medium
Female,89,24,Medium,Yes,5,87,0,No,70,3,Medium,Medium
Female,72,19,Medium,Yes,5,85,4,No,66,1,High,Medium
Female,73,17,Medium,Yes,5,85,1,No,66,3,High,Medium
Female,78,18,Low,Yes,8,77,4,No,66,2,Medium,High
Male,72,23,Low,Yes,10,84,2,No,65,2,Low,Medium
Male,99,20,Low,Yes,9,76,5,No,71,2,High,Medium
Female,93,16,Medium,Yes,7,60,1,No,66,1,Medium,Medium
Female,67,19,Low,No,7,61,4,No,63,1,High,Medium
Female,60,20,Medium,Yes,6,70,3,Yes,63,2,Medium,Medium
Male,62,7,Medium,Yes,8,51,3,No,58,0,Low,Low
Female,70,23,High,No,7,94,3,No,68,3,Low,High
Male,65,14,Medium,No,7,63,3,No,61,2,Medium,Medium
Male,81,13,High,No,6,53,4,No,65,2,Low,Medium
Male,94,10,Low,No,5,71,3,No,67,1,Medium,Medium
Male,89,9,High,Yes,7,91,3,No,67,1,Medium,Low
Male,69,12,Low,No,7,70,4,No,62,1,Medium,Medium
Female,76,16,High,Yes,6,63,1,No,86,0,High,Medium
Male,80,32,Medium,No,6,77,5,No,71,0,Low,Medium
Male,92,17,Medium,Yes,8,79,3,No,70,1,Medium,Medium
Male,94,21,Medium,No,8,88,3,No,71,1,Medium,Medium
Male,96,22,Low,No,10,90,3,Yes,71,2,High,Medium
Female,80,21,High,Yes,9,85,3,No,70,1,Low,Medium
Male,88,20,High,Yes,5,50,5,No,67,2,Medium,Medium
Male,64,13,Low,Yes,7,50,4,No,60,0,High,Low
Female,83,29,High,No,5,99,4,No,73,0,Medium,High
Female,70,31,Low,Yes,4,63,2,Yes,67,1,High,Medium
Female,77,10,High,Yes,10,64,3,Yes,62,1,High,Medium
Female,85,14,High,No,9,87,3,No,67,0,High,Medium
Female,70,18,Low,No,6,79,2,No,65,1,Medium,High
Male,62,14,Medium,No,9,73,6,No,61,1,Medium,Medium
Female,60,23,Medium,Yes,9,56,4,No,61,0,Low,Medium
Female,61,16,Medium,No,4,54,2,No,60,1,Low,Medium
Male,60,33,High,No,8,85,3,No,68,4,Low,Low
Female,64,27,Medium,Yes,6,56,5,No,65,0,Low,High
Female,70,21,High,Yes,8,72,1,No,67,3,Low,Low
Male,69,26,Low,No,10,87,2,No,67,2,Low,Low
Male,99,27,Medium,No,9,96,2,No,74,0,Low,Medium
Female,72,17,Medium,No,7,94,2,No,64,4,Low,Medium
Male,65,15,High,Yes,9,93,3,No,64,2,Low,Low
Male,82,20,Low,Yes,4,68,3,No,67,2,Medium,High
Female,94,25,High,No,8,96,3,Yes,74,6,High,Medium
Male,87,21,Medium,Yes,8,84,2,No,69,1,High,Low
Male,72,11,Medium,No,8,94,2,No,62,1,High,Low
Female,82,15,Medium,Yes,6,54,2,No,66,1,Medium,Medium
Female,89,20,High,Yes,8,52,3,No,69,2,Low,Medium
Male,89,20,Medium,Yes,8,71,1,No,68,1,Medium,Medium
Female,87,32,Medium,Yes,4,91,2,No,74,2,Medium,Medium
Male,95,12,Medium,No,7,70,3,No,68,4,Medium,High
Male,95,23,Medium,Yes,6,94,3,No,73,2,High,Medium
Male,83,29,Low,No,8,62,5,No,70,4,Low,Medium
Female,77,34,High,No,9,52,4,No,69,0,Medium,Medium
Male,86,18,Medium,Yes,6,88,2,No,68,2,Medium,High
Male,93,23,High,No,5,81,1,No,71,2,High,Medium
Female,60,23,Medium,No,7,72,2,No,64,3,Low,Medium
Male,100,21,Medium,No,5,92,3,Yes,71,3,Low,Low
Female,67,19,Medium,No,7,91,3,No,65,1,Medium,High
Male,79,23,Medium,Yes,7,66,3,No,68,1,High,Medium
Female,95,5,High,Yes,8,92,2,No,67,1,Low,High
Male,69,24,High,Yes,7,67,4,No,67,2,Medium,High
Male,79,21,Low,Yes,7,81,4,No,67,2,Low,Medium
Male,65,19,High,Yes,9,60,3,No,63,1,Low,Medium
Female,76,32,Medium,No,7,63,3,No,68,0,Medium,Low
Female,67,16,High,Yes,6,72,3,No,66,1,Medium,High
Male,75,18,Medium,Yes,7,66,4,No,67,1,High,High
Female,75,32,Low,Yes,6,56,2,No,68,3,Medium,Medium
Male,100,15,Medium,Yes,5,74,3,No,72,2,Medium,Medium
Female,100,17,Medium,No,5,76,3,No,70,3,Low,High
Female,65,19,High,No,9,58,4,No,62,3,Low,Medium
Female,89,25,Low,Yes,6,59,2,No,69,2,Medium,Medium
Female,62,21,Low,Yes,7,51,4,No,61,0,Low,Medium
Female,61,12,Low,Yes,7,52,2,No,58,2,Low,Medium
Male,64,17,Medium,No,7,68,3,No,63,5,Medium,Medium
